id,name,category,dest,area,country,region,email,phone,website,address,lat,lng,hygiene,rating,source,channel,priority,status
f2c43740f027d1cf4a23,Perennial resort,Hotel,phuket,Airport,TH,Asia,,,,,8.10172,98.30305,,,osm,walk-in,6,new
7d8bbd71f2478ab733f1,Peter Pan,Hotel,phuket,Patong,TH,Asia,,,peterpanresortphuket.com,,7.88499,98.29958,,,osm,walk-in,6,new
9481e7ac7a2aec23fae7,Peter's Bar and Restaurant,Restaurant,phuket,Nai Yang,TH,Asia,,,,,8.06198,98.27727,,,osm,walk-in,6,new
4b0e9a5902461141655e,Pgs,Hotel,phuket,Patong,TH,Asia,,,,,7.89893,98.30172,,,osm,walk-in,6,new
8f86c71a062851540d1b,Pha Mah Ree,Restaurant,phuket,Kata,TH,Asia,,,,Patak Road,7.81958,98.3089,,,osm,walk-in,6,new
ecef1432e0762de83e33,Phadee,Massage & spa,phuket,Karon,TH,Asia,,,,,7.84766,98.29354,,,osm,walk-in,6,new
58e2c26523598a577258,Phagamast massage,Massage & spa,phuket,Rawai,TH,Asia,,,,,7.77448,98.32571,,,osm,walk-in,6,new
3e4e5a424bd5b0544ce4,Philatelic museum,Museum,phuket,Phuket Town,TH,Asia,,,,,7.88403,98.39255,,,osm,walk-in,6,new
9c32dee89fad86ac64d0,Phlani blossom massage,Massage & spa,phuket,Rawai,TH,Asia,,,,,7.77515,98.32592,,,osm,walk-in,6,new
54d291e622e6d306ea7a,Phoenix Grand Hotel,Hotel,phuket,Patong,TH,Asia,,,,,7.89185,98.30233,,,osm,walk-in,6,new
f3de8e3a2350fa27ae59,Phu NaNa Boutique Hotel,Hotel,phuket,Rawai,TH,Asia,,,,,7.78918,98.32903,,,osm,walk-in,6,new
1f1a6b1f8a08bd54763e,Phuket Airport Inn,Hotel,phuket,Nai Yang,TH,Asia,,,,,8.09875,98.30628,,,osm,walk-in,6,new
edd3cc55a49535220812,Phuket Big Buddha,Attraction,phuket,Kata,TH,Asia,,,,,7.82768,98.31324,,,osm,walk-in,6,new
015715772381d19dbb6a,Phuket Blue Hostel,Hotel,phuket,Phuket Town,TH,Asia,,,,,7.88347,98.39187,,,osm,walk-in,6,new
f5b876f0a6bb739693d2,Phuket Botanic Garden,Attraction,phuket,Chalong,TH,Asia,,,,,7.84776,98.34576,,,osm,walk-in,6,new
9e3ab4c216c9e7f70cad,Phuket Cannabis Farm,Café,phuket,Paklok,TH,Asia,,,,Pa Klok Phuket,7.99797,98.38891,,,osm,walk-in,6,new
fb7472d4151d649b6580,Phuket Coffee Park,Café,phuket,Chalong,TH,Asia,,,,,7.86344,98.34403,,,osm,walk-in,6,new
3747ba1315d93fc11dd3,Phuket Cooking Academy,Restaurant,phuket,Cherngtalay,TH,Asia,,,https://www.phuket-cooking-academy.com/,"9/9 Moo 5, T. Srisoonthorn, A. Talang Phuket, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",7.98667,98.34914,,,osm,walk-in,6,new
78fe52cb613a1f0bc59d,Phuket Graceland,Hotel,phuket,Patong,TH,Asia,,,,,7.90301,98.29789,,,osm,walk-in,6,new
0f9b2e097a15f557871c,Phuket Hot Tours,Tours & travel,phuket,Karon,TH,Asia,,,,,7.84857,98.29361,,,osm,walk-in,6,new
b2bd0feab5b0a145564e,Phuket Hotel Chee Wa,Hotel,phuket,Phuket Town,TH,Asia,,,,,7.86972,98.39212,,,osm,walk-in,6,new
02972fe045fbe7d21dad,Phuket Indian Restaurant,Restaurant,phuket,Patong,TH,Asia,,,,141/4 Soi Royal Paradise,7.89485,98.29923,,,osm,walk-in,6,new
700c2490a64101cec448,Phuket Island View,Hotel,phuket,Karon,TH,Asia,,,,,7.83271,98.29569,,,osm,walk-in,6,new
7139403b2ed09456b1cd,Phuket Kush,Café,phuket,Chalong,TH,Asia,,,,,7.85118,98.34909,,,osm,walk-in,6,new
ee77b1aa451a7d51f9bd,Phuket Lotus Lodge,Guesthouse,phuket,Nai Yang,TH,Asia,,,http://www.lotuslodge.de/,,8.07723,98.30136,,,osm,walk-in,6,new
2dc701dc065e031602ce,Phuket Marathon,Attraction,phuket,Bang Tao,TH,Asia,,,,,7.99837,98.29828,,,osm,walk-in,6,new
46ea6620fd43a7068a8b,"Phuket Marriott Resort & Spa, Merlin Beach",Hotel,phuket,Patong,TH,Asia,,,,99 Muen-Ngoen Road,7.88349,98.27245,,,osm,walk-in,6,new
